KURUM,YIL,LINK
ANKARA MAMAK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2736-ankara-mamak-belediyesi
ANKARA SİNCAN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2737-ankara-sincan-belediyesi
ANKARA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (ASKİ),2017,https://www.sayistay.gov.tr/reports/download/2738-ankara-su-ve-kanalizasyon-idaresi-genel
ANKARA YENİMAHALLE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2739-ankara-yenimahalle-belediyesi
ANTALYA ALANYA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2740-antalya-alanya-belediyesi
ANTALYA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2741-antalya-buyuksehir-belediyesi
ANTALYA DÖŞEMEALTI BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2742-antalya-dosemealti-belediyesi
ANTALYA KEMER BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2743-antalya-kemer-belediyesi
ANTALYA KEPEZ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2744-antalya-kepez-belediyesi
ANTALYA KONYAALTI BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2745-antalya-konyaalti-belediyesi
ANTALYA MANAVGAT BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2746-antalya-manavgat-belediyesi
ANTALYA MURATPAŞA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2747-antalya-muratpasa-belediyesi
ANTALYA SU VE ATIK SU İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2748-antalya-su-ve-atik-su-idaresi-genel-mudu
ARDAHAN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2749-ardahan-belediyesi
AY JEOTERMAL ENERJİ A.Ş.,2017,https://www.sayistay.gov.tr/reports/download/2750-ay-jeotermal-enerji-as
AYBEL İNŞAAT ORGANİZASYON SPOR HİZMETLERİ TEMİZLİK GIDA SANAYİ VE TİCARET A.Ş.,2017,https://www.sayistay.gov.tr/reports/download/2751-aybel-insaat-organizasyon-spor-hizmetler
AYDIN BELEDİYESİ EGE ET YAĞ SAN. TİC. A.Ş.,2017,https://www.sayistay.gov.tr/reports/download/2752-aydin-belediyesi-ege-et-yag-san-tic-as
AYDIN BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2753-aydin-buyuksehir-belediyesi
AYDIN DİDİM BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2754-aydin-didim-belediyesi
AYDIN İMAR SANAYİ VE TİCARET A.Ş.,2017,https://www.sayistay.gov.tr/reports/download/2755-aydin-imar-sanayi-ve-ticaret-as
AYDIN KUŞADASI BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2756-aydin-kusadasi-belediyesi
BALIKESİR AYVALIK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2757-balikesir-ayvalik-belediyesi
BALIKESİR BURHANİYE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2758-balikesir-burhaniye-belediyesi
BALIKESİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2759-balikesir-buyuksehir-belediyesi-su-ve-ka
BALIKESİR BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2760-balikesir-buyuksehir-belediyesi
BALIKESİR GÖNEN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2761-balikesir-gonen-belediyesi
BARTIN AMASRA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2762-bartin-amasra-belediyesi
BATMAN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2763-batman-belediyesi
BİTLİS BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2764-bitlis-belediyesi
BURSA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2765-bursa-buyuksehir-belediyesi
BURSA MUDANYA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2766-bursa-mudanya-belediyesi
BURSA NİLÜFER BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2767-bursa-nilufer-belediyesi
BURSA OSMANGAZİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2768-bursa-osmangazi-belediyesi
BURSA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (BUSKİ),2017,https://www.sayistay.gov.tr/reports/download/2769-bursa-su-ve-kanalizasyon-idaresi-genel-m
BURSA YILDIRIM BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2770-bursa-yildirim-belediyesi
ÇANAKKALE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2771-canakkale-belediyesi
ÇANAKKALE GELİBOLU BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2772-canakkale-gelibolu-belediyesi
ÇORUM SUNGURLU BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2773-corum-sungurlu-belediyesi
DENİZLİ BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2774-denizli-buyuksehir-belediyesi
DENİZLİ PAMUKKALE BELEDİYESİ PAKTAŞ ORGANİZASYON PETROL TEMİZLİK HİZMETLERİ,2017,https://www.sayistay.gov.tr/reports/download/2775-denizli-pamukkale-belediyesi-paktas-orga
DENİZLİ PAMUKKALE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2776-denizli-pamukkale-belediyesi
DİYARBAKIR BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2777-diyarbakir-buyuksehir-belediyesi
DİYARBAKIR KAYAPINAR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2778-diyarbakir-kayapinar-belediyesi
DÜZCE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2779-duzce-belediyesi
ERZİNCAN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2780-erzincan-belediyesi
ERZURUM BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2781-erzurum-buyuksehir-belediyesi
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2782-eskisehir-buyuksehir-belediyesi
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2783-eskisehir-buyuksehir-belediyesi-su-ve-ka
ESKİŞEHİR ODUNPAZARI BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2784-eskisehir-odunpazari-belediyesi
ESKİŞEHİR TEPEBAŞI BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2785-eskisehir-tepebasi-belediyesi
GAZİANTEP BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2786-gaziantep-buyuksehir-belediyesi
GAZİANTEP SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2787-gaziantep-su-ve-kanalizasyon-idaresi-gen
GAZİANTEP ŞAHİNBEY BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2788-gaziantep-sahinbey-belediyesi
GİRESUN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2789-giresun-belediyesi
HAKKARİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2790-hakkari-belediyesi
HATAY ANTAKYA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2791-hatay-antakya-belediyesi
HATAY BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2792-hatay-buyuksehir-belediyesi-su-ve-kanali
HATAY BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2793-hatay-buyuksehir-belediyesi
HATAY DEFNE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2794-hatay-defne-belediyesi
HATAY DÖRTYOL BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2795-hatay-dortyol-belediyesi
ISPARTA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2796-isparta-belediyesi
ISPARTA EĞİRDİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2797-isparta-egirdir-belediyesi
İSTANBUL ARNAVUTKÖY BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2798-istanbul-arnavutkoy-belediyesi
İSTANBUL BAHÇELİEVLER BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2799-istanbul-bahcelievler-belediyesi
İSTANBUL BAYRAMPAŞA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2800-istanbul-bayrampasa-belediyesi
İSTANBUL BEŞİKTAŞ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2801-istanbul-besiktas-belediyesi
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2802-istanbul-buyuksehir-belediyesi
"İSTANBUL ELEKTRİK,TRAMVAY VE TÜNEL İŞLETMELERİ GENEL MÜDÜRLÜĞÜ (İETT)",2017,https://www.sayistay.gov.tr/reports/download/2803-istanbul-elektriktramvay-ve-tunel-isletm
İSTANBUL FATİH BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2804-istanbul-fatih-belediyesi
İSTANBUL GÜNGÖREN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2805-istanbul-gungoren-belediyesi
İSTANBUL KARTAL BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2806-istanbul-kartal-belediyesi
İSTANBUL KÜÇÜKÇEKMECE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2807-istanbul-kucukcekmece-belediyesi
İSTANBUL SİLİVRİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2808-istanbul-silivri-belediyesi
İSTANBUL SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (İSKİ),2017,https://www.sayistay.gov.tr/reports/download/2809-istanbul-su-ve-kanalizasyon-idaresi-gene
İSTANBUL SULTANBEYLİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2810-istanbul-sultanbeyli-belediyesi
İZMİR BALÇOVA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2811-izmir-balcova-belediyesi
İZMİR BERGAMA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2812-izmir-bergama-belediyesi
İZMİR BORNOVA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2813-izmir-bornova-belediyesi
İZMİR BUCA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2814-izmir-buca-belediyesi
İZMİR BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2815-izmir-buyuksehir-belediyesi
İZMİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2816-izmir-buyuksehir-belediyesi-su-ve-kanali
İZMİR ÇEŞME BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2817-izmir-cesme-belediyesi
İZMİR ÇİĞLİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2818-izmir-cigli-belediyesi
İZMİR FOÇA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2819-izmir-foca-belediyesi
İZMİR KARŞIYAKA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2820-izmir-karsiyaka-belediyesi
İZMİR MENDERES BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2821-izmir-menderes-belediyesi
İZMİR MENEMEN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2822-izmir-menemen-belediyesi
İZMİR NARLIDERE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2823-izmir-narlidere-belediyesi
İZMİR URLA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2824-izmir-urla-belediyesi
KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2825-kahramanmaras-buyuksehir-belediyesi
KAHRAMANMARAŞ DULKADİROĞLU BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2826-kahramanmaras-dulkadiroglu-belediyesi
KAHRAMANMARAŞ ONİKİŞUBAT BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2827-kahramanmaras-onikisubat-belediyesi
KARABÜK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2828-karabuk-belediyesi
KAYSERİ BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2829-kayseri-buyuksehir-belediyesi
KAYSERİ SARIOĞLAN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2830-kayseri-sarioglan-belediyesi
KİLİS BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2831-kilis-belediyesi
KIRKLARELİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2832-kirklareli-belediyesi
KIRŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2833-kirsehir-belediyesi
KOCAELİ BAŞİSKELE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2834-kocaeli-basiskele-belediyesi
KOCAELİ BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2835-kocaeli-buyuksehir-belediyesi
KOCAELİ BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (İSU),2017,https://www.sayistay.gov.tr/reports/download/2836-kocaeli-buyuksehir-belediyesi-su-ve-kana
KOCAELİ DARICA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2837-kocaeli-darica-belediyesi
KOCAELİ DERİNCE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2838-kocaeli-derince-belediyesi
KONYA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2839-konya-buyuksehir-belediyesi
KONYA ILGIN BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2840-konya-ilgin-belediyesi
KONYA KARATAY BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2841-konya-karatay-belediyesi
KÜTAHYA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2842-kutahya-belediyesi
KÜTAHYA TAVŞANLI BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2843-kutahya-tavsanli-belediyesi
MALATYA BATTALGAZİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2844-malatya-battalgazi-belediyesi
MALATYA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2845-malatya-buyuksehir-belediyesi
MALATYA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2846-malatya-buyuksehir-belediyesi-su-ve-kana
MALATYA YEŞİLYURT BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2847-malatya-yesilyurt-belediyesi
MANİSA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2848-manisa-buyuksehir-belediyesi-su-ve-kanal
MANİSA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2849-manisa-buyuksehir-belediyesi
MANİSA ŞEHZADELER BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2850-manisa-sehzadeler-belediyesi
MANİSA YUNUSEMRE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2851-manisa-yunusemre-belediyesi
MARDİN ARTUKLU BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2852-mardin-artuklu-belediyesi
MARDİN BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2853-mardin-buyuksehir-belediyesi
MARMARA BELEDİYELER BİRLİĞİ,2017,https://www.sayistay.gov.tr/reports/download/2854-marmara-belediyeler-birligi
MERSİN AKDENİZ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2855-mersin-akdeniz-belediyesi
MERSİN BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2856-mersin-buyuksehir-belediyesi
MERSİN BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2857-mersin-buyuksehir-su-ve-kanalizasyon-ida
MERSİN ERDEMLİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2858-mersin-erdemli-belediyesi
MERSİN MEZİTLİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2859-mersin-mezitli-belediyesi
MERSİN SİLİFKE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2860-mersin-silifke-belediyesi
MERSİN TARSUS BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2861-mersin-tarsus-belediyesi
MERSİN TOROSLAR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2862-mersin-toroslar-belediyesi
MERSİN YENİŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2863-mersin-yenisehir-belediyesi
MUĞLA BODRUM BELEDİYESİ BODRUM BEL.TUR.İNŞGIDA ENERJİ SAN VE TİC. A.Ş.,2017,https://www.sayistay.gov.tr/reports/download/2864-mugla-bodrum-belediyesi-bodrum-belturins
MUĞLA BODRUM BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2865-mugla-bodrum-belediyesi
MUĞLA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2866-mugla-buyuksehir-belediyesi-su-ve-kanali
MUĞLA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2867-mugla-buyuksehir-belediyesi
MUĞLA FETHİYE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2868-mugla-fethiye-belediyesi
MUĞLA MARMARİS BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2869-mugla-marmaris-belediyesi
NEVŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2870-nevsehir-belediyesi
NEVŞEHİR ÜRGÜP BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2871-nevsehir-urgup-belediyesi
ORDU ALTINORDU BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2872-ordu-altinordu-belediyesi
ORDU BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2873-ordu-buyuksehir-belediyesi
ORDU BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2874-ordu-buyuksehir-belediyesi-su-ve-kanaliz
OSMANİYE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2875-osmaniye-belediyesi
RİZE BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2876-rize-belediyesi
SAKARYA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2877-sakarya-buyuksehir-belediyesi
SAMSUN ATAKUM BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2878-samsun-atakum-belediyesi
SAMSUN BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2879-samsun-buyuksehir-belediyesi
SAMSUN CANİK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2880-samsun-canik-belediyesi
SAMSUN SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2881-samsun-su-ve-kanalizasyon-idaresi-genel
SAMSUN TERME BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2882-samsun-terme-belediyesi
SİİRT BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2883-siirt-belediyesi
SİNOP BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2884-sinop-belediyesi
ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2885-sanliurfa-buyuksehir-belediyesi
ŞANLIURFA KARAKÖPRÜ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2886-sanliurfa-karakopru-belediyesi
ŞANLIURFA SİVEREK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2887-sanliurfa-siverek-belediyesi
ŞIRNAK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2888-sirnak-belediyesi
TEKİRDAĞ BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2889-tekirdag-buyuksehir-belediyesi-su-ve-kan
TEKİRDAĞ BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2890-tekirdag-buyuksehir-belediyesi
TEKİRDAĞ ÇORLU BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2891-tekirdag-corlu-belediyesi
TRABZON BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2892-trabzon-buyuksehir-belediyesi
TRABZON BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2893-trabzon-buyuksehir-belediyesi-su-ve-kana
TRABZON ORTAHİSAR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2894-trabzon-ortahisar-belediyesi
TUNCELİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2895-tunceli-belediyesi
TÜRKİYE BELEDİYELER BİRLİĞİ,2017,https://www.sayistay.gov.tr/reports/download/2896-turkiye-belediyeler-birligi
VAN BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2017,https://www.sayistay.gov.tr/reports/download/2897-van-buyuksehir-belediyesi-su-ve-kanaliza
VAN BÜYÜKŞEHİR BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2898-van-buyuksehir-belediyesi
YALOVA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2899-yalova-belediyesi
YALOVA ÇINARCIK BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2900-yalova-cinarcik-belediyesi
YALOVA TERMAL BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2901-yalova-termal-belediyesi
ZONGULDAK ÇAYCUMA BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2902-zonguldak-caycuma-belediyesi
ZONGULDAK KARADENİZ EREĞLİ BELEDİYESİ,2017,https://www.sayistay.gov.tr/reports/download/2903-zonguldak-karadeniz-eregli-belediyesi
ADANA BÜYÜKŞEHİR BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2584-adana-buyuksehir-belediyesi
ADANA ÇUKUROVA BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2585-adana-cukurova-belediyesi
ADANA SEYHAN BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2586-adana-seyhan-belediyesi
ADANA YÜREĞİR BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2587-adana-yuregir-belediyesi
AFYONKARAHİSAR BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2588-afyonkarahisar-belediyesi
AĞRI BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2589-agri-belediyesi
ANKARA ALTINDAĞ BELEDİYESİ,2016,https://www.sayistay.gov.tr/reports/download/2590-ankara-altindag-belediyesi
