KURUM,HESAP,FREKANS
ADANA CEYHAN BELEDİYESİ_2017,590 DÖNEM,1
ADANA CEYHAN BELEDİYESİ_2017,600 GELİRLER,2
ADANA CEYHAN BELEDİYESİ_2017,630 GİDERLER,9
ADANA CEYHAN BELEDİYESİ_2017,920 GİDER,3
ADANA CEYHAN BELEDİYESİ_2017,921 GİDER,4
ADANA CEYHAN BELEDİYESİ_2018,102 BANKA,1
ADANA CEYHAN BELEDİYESİ_2018,121 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2018,122 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2018,126 VERİLEN,1
ADANA CEYHAN BELEDİYESİ_2018,162 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2018,190 DEVREDEN,1
ADANA CEYHAN BELEDİYESİ_2018,220 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2018,222 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2018,240 MALİ,1
ADANA CEYHAN BELEDİYESİ_2018,241 MAL,1
ADANA CEYHAN BELEDİYESİ_2018,250 ARAZİ,1
ADANA CEYHAN BELEDİYESİ_2018,252 BİNALAR,1
ADANA CEYHAN BELEDİYESİ_2018,"253 TESİS,",1
ADANA CEYHAN BELEDİYESİ_2018,254 TAŞITLAR,1
ADANA CEYHAN BELEDİYESİ_2018,255 DEMİRBAŞLAR,1
ADANA CEYHAN BELEDİYESİ_2018,257 BİRİKMİŞ,1
ADANA CEYHAN BELEDİYESİ_2018,260 HAKLAR,1
ADANA CEYHAN BELEDİYESİ_2018,320 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2018,333 EMANETLER,1
ADANA CEYHAN BELEDİYESİ_2018,362 FONLAR,1
ADANA CEYHAN BELEDİYESİ_2018,368 VADESİ,1
ADANA CEYHAN BELEDİYESİ_2018,381 GİDER,1
ADANA CEYHAN BELEDİYESİ_2018,400 BANKA,1
ADANA CEYHAN BELEDİYESİ_2018,438 KAMUYA,1
ADANA CEYHAN BELEDİYESİ_2018,481 GİDER,1
ADANA CEYHAN BELEDİYESİ_2018,500 NET,1
ADANA CEYHAN BELEDİYESİ_2018,590 DÖNEM,1
ADANA CEYHAN BELEDİYESİ_2018,591 DÖNEM,1
ADANA CEYHAN BELEDİYESİ_2018,600 GELİRLER,1
ADANA CEYHAN BELEDİYESİ_2018,630 GİDERLER,1
ADANA CEYHAN BELEDİYESİ_2018,990 KİRAYA,1
ADANA CEYHAN BELEDİYESİ_2018,993 MADDİ,1
ADANA CEYHAN BELEDİYESİ_2018,999 DİĞER,1
ADANA CEYHAN BELEDİYESİ_2020,257 BİRİKMİŞ,1
ADANA CEYHAN BELEDİYESİ_2020,300 BANKA,1
ADANA CEYHAN BELEDİYESİ_2020,320 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2020,360 ÖDENECEK,1
ADANA CEYHAN BELEDİYESİ_2020,361 ÖDENECEK,1
ADANA CEYHAN BELEDİYESİ_2020,368 VADESİ,1
ADANA CEYHAN BELEDİYESİ_2020,381 GİDER,1
ADANA CEYHAN BELEDİYESİ_2020,400 BANKA,2
ADANA CEYHAN BELEDİYESİ_2020,438 KAMUYA,1
ADANA CEYHAN BELEDİYESİ_2020,481 GİDER,1
ADANA KOZAN BELEDİYESİ_2015,102 BANKA,1
ADANA KOZAN BELEDİYESİ_2015,109 BANKA,1
ADANA KOZAN BELEDİYESİ_2015,120 GELİRLERDEN,1
ADANA KOZAN BELEDİYESİ_2015,121 GELİRLERDEN,1
ADANA KOZAN BELEDİYESİ_2015,122 GELİRLERDEN,1
ADANA KOZAN BELEDİYESİ_2015,126 VERİLEN,1
ADANA KOZAN BELEDİYESİ_2015,150 İLK,2
ADANA KOZAN BELEDİYESİ_2015,162 BÜTÇE,2
ADANA KOZAN BELEDİYESİ_2015,190 DEVREDEN,1
ADANA KOZAN BELEDİYESİ_2015,222 GELİRLERDEN,1
ADANA KOZAN BELEDİYESİ_2015,241 MAL,2
ADANA KOZAN BELEDİYESİ_2015,250 ARAZİ,1
ADANA KOZAN BELEDİYESİ_2015,251 YERALTI,2
ADANA KOZAN BELEDİYESİ_2015,252 BİNALAR,2
ADANA KOZAN BELEDİYESİ_2015,"253 TESİS,",1
ADANA KOZAN BELEDİYESİ_2015,258 YAPILMAKTA,7
ADANA KOZAN BELEDİYESİ_2015,300 BANKA,4
ADANA KOZAN BELEDİYESİ_2015,320 BÜTÇE,1
ADANA KOZAN BELEDİYESİ_2015,330 ALINAN,2
ADANA KOZAN BELEDİYESİ_2015,333 EMANETLER,1
ADANA KOZAN BELEDİYESİ_2015,360 ÖDENECEK,1
ADANA KOZAN BELEDİYESİ_2015,361 ÖDENECEK,1
ADANA KOZAN BELEDİYESİ_2015,362 FONLAR,1
ADANA KOZAN BELEDİYESİ_2015,372 KIDEM,1
ADANA KOZAN BELEDİYESİ_2015,391 HESAPLANAN,1
ADANA KOZAN BELEDİYESİ_2015,400 BANKA,4
ADANA KOZAN BELEDİYESİ_2015,438 KAMUYA,1
ADANA KOZAN BELEDİYESİ_2015,472 KIDEM,2
ADANA KOZAN BELEDİYESİ_2015,481 GİDER,1
ADANA KOZAN BELEDİYESİ_2015,500 NET,1
ADANA KOZAN BELEDİYESİ_2015,590 DÖNEM,1
ADANA KOZAN BELEDİYESİ_2015,630 GİDERLER,1
ADANA SARIÇAM BELEDİYESİ_2017,260 HAKLAR,6
ADANA SARIÇAM BELEDİYESİ_2018,250 ARAZİ,1
ADANA SARIÇAM BELEDİYESİ_2018,251 YERALTI,1
ADANA SARIÇAM BELEDİYESİ_2018,252 BİNALAR,1
ADANA SARIÇAM BELEDİYESİ_2018,901 BÜTÇE,1
ADANA SARIÇAM BELEDİYESİ_2018,906 MAHSUP,1
ADANA SARIÇAM BELEDİYESİ_2018,907 MAHSUP,1
ADANA SEYHAN BELEDİYESİ_2014,100 KASA,1
ADANA SEYHAN BELEDİYESİ_2014,102 BANKA,1
ADANA SEYHAN BELEDİYESİ_2014,103 VERİLEN,1
ADANA SEYHAN BELEDİYESİ_2014,105 DÖVİZ,1
ADANA SEYHAN BELEDİYESİ_2014,109 BANKA,1
ADANA SEYHAN BELEDİYESİ_2014,120 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2014,121 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2014,122 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2014,126 VERİLEN,1
ADANA SEYHAN BELEDİYESİ_2014,127 DİĞER,1
ADANA SEYHAN BELEDİYESİ_2014,157 DİĞER,1
ADANA SEYHAN BELEDİYESİ_2014,162 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2014,190 DEVREDEN,1
ADANA SEYHAN BELEDİYESİ_2014,220 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2014,240 MALİ,1
ADANA SEYHAN BELEDİYESİ_2014,241 MAL,1
ADANA SEYHAN BELEDİYESİ_2014,250 ARAZİ,1
ADANA SEYHAN BELEDİYESİ_2014,251 YERALTI,1
ADANA SEYHAN BELEDİYESİ_2014,252 BİNALAR,1
ADANA SEYHAN BELEDİYESİ_2014,"253 TESİS,",1
ADANA SEYHAN BELEDİYESİ_2014,258 YAPILMAKTA,1
ADANA SEYHAN BELEDİYESİ_2014,260 HAKLAR,1
ADANA SEYHAN BELEDİYESİ_2014,294 ELDEN,4
ADANA SEYHAN BELEDİYESİ_2014,297 DİĞER,1
ADANA SEYHAN BELEDİYESİ_2014,299 BİRİKMİŞ,1
ADANA SEYHAN BELEDİYESİ_2014,300 BANKA,1
ADANA SEYHAN BELEDİYESİ_2014,320 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2014,330 ALINAN,1
ADANA SEYHAN BELEDİYESİ_2014,333 EMANETLER,1
ADANA SEYHAN BELEDİYESİ_2014,360 ÖDENECEK,1
ADANA SEYHAN BELEDİYESİ_2014,361 ÖDENECEK,1
ADANA SEYHAN BELEDİYESİ_2014,362 FONLAR,1
ADANA SEYHAN BELEDİYESİ_2014,363 KAMU,1
ADANA SEYHAN BELEDİYESİ_2014,368 VADESİ,1
ADANA SEYHAN BELEDİYESİ_2014,397 SAYIM,1
ADANA SEYHAN BELEDİYESİ_2014,500 NET,1
ADANA SEYHAN BELEDİYESİ_2014,590 DÖNEM,1
ADANA SEYHAN BELEDİYESİ_2014,800 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2014,810 BÜTÇE,2
ADANA SEYHAN BELEDİYESİ_2014,830 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2014,920 GİDER,1
ADANA SEYHAN BELEDİYESİ_2014,921 GİDER,1
ADANA SEYHAN BELEDİYESİ_2015,190 DEVREDEN,2
ADANA SEYHAN BELEDİYESİ_2015,241 MAL,1
ADANA SEYHAN BELEDİYESİ_2015,250 ARAZİ,1
ADANA SEYHAN BELEDİYESİ_2015,251 YERALTI,1
ADANA SEYHAN BELEDİYESİ_2015,"253 TESİS,",1
ADANA SEYHAN BELEDİYESİ_2015,258 YAPILMAKTA,1
ADANA SEYHAN BELEDİYESİ_2015,294 ELDEN,1
ADANA SEYHAN BELEDİYESİ_2015,372 KIDEM,5
ADANA SEYHAN BELEDİYESİ_2015,472 KIDEM,5
ADANA SEYHAN BELEDİYESİ_2015,480 GELECEK,1
ADANA SEYHAN BELEDİYESİ_2015,500 NET,1
ADANA SEYHAN BELEDİYESİ_2015,590 DÖNEM,1
ADANA SEYHAN BELEDİYESİ_2015,630 GİDERLER,1
ADANA SEYHAN BELEDİYESİ_2015,800 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2015,810 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2016,100 KASA,1
ADANA SEYHAN BELEDİYESİ_2016,102 BANKA,1
ADANA SEYHAN BELEDİYESİ_2016,103 VERİLEN,1
ADANA SEYHAN BELEDİYESİ_2016,109 BANKA,1
ADANA SEYHAN BELEDİYESİ_2016,120 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2016,121 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2016,122 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2016,126 VERİLEN,5
ADANA SEYHAN BELEDİYESİ_2016,127 DİĞER,1
ADANA SEYHAN BELEDİYESİ_2016,140 KİŞİLERDEN,1
ADANA SEYHAN BELEDİYESİ_2016,150 İLK,5
ADANA SEYHAN BELEDİYESİ_2016,157 DİĞER,1
ADANA SEYHAN BELEDİYESİ_2016,162 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2016,180 GELECEK,1
ADANA SEYHAN BELEDİYESİ_2016,190 DEVREDEN,3
ADANA SEYHAN BELEDİYESİ_2016,191 İNDİRİLECEK,2
ADANA SEYHAN BELEDİYESİ_2016,220 GELİRLERDEN,1
ADANA SEYHAN BELEDİYESİ_2016,240 MALİ,1
ADANA SEYHAN BELEDİYESİ_2016,241 MAL,1
ADANA SEYHAN BELEDİYESİ_2016,250 ARAZİ,8
ADANA SEYHAN BELEDİYESİ_2016,251 YERALTI,1
ADANA SEYHAN BELEDİYESİ_2016,252 BİNALAR,1
ADANA SEYHAN BELEDİYESİ_2016,"253 TESİS,",1
ADANA SEYHAN BELEDİYESİ_2016,254 TAŞITLAR,2
ADANA SEYHAN BELEDİYESİ_2016,255 DEMİRBAŞLAR,1
ADANA SEYHAN BELEDİYESİ_2016,257 BİRİKMİŞ,1
ADANA SEYHAN BELEDİYESİ_2016,258 YAPILMAKTA,4
ADANA SEYHAN BELEDİYESİ_2016,260 HAKLAR,1
ADANA SEYHAN BELEDİYESİ_2016,268 BİRİKMİŞ,1
ADANA SEYHAN BELEDİYESİ_2016,280 GELECEK,1
ADANA SEYHAN BELEDİYESİ_2016,294 ELDEN,1
ADANA SEYHAN BELEDİYESİ_2016,299 BİRİKMİŞ,1
ADANA SEYHAN BELEDİYESİ_2016,320 BÜTÇE,2
ADANA SEYHAN BELEDİYESİ_2016,330 ALINAN,1
ADANA SEYHAN BELEDİYESİ_2016,333 EMANETLER,1
ADANA SEYHAN BELEDİYESİ_2016,360 ÖDENECEK,2
ADANA SEYHAN BELEDİYESİ_2016,361 ÖDENECEK,1
ADANA SEYHAN BELEDİYESİ_2016,362 FONLAR,1
ADANA SEYHAN BELEDİYESİ_2016,363 KAMU,1
ADANA SEYHAN BELEDİYESİ_2016,368 VADESİ,1
ADANA SEYHAN BELEDİYESİ_2016,372 KIDEM,1
ADANA SEYHAN BELEDİYESİ_2016,391 HESAPLANAN,1
ADANA SEYHAN BELEDİYESİ_2016,397 SAYIM,4
ADANA SEYHAN BELEDİYESİ_2016,472 KIDEM,1
ADANA SEYHAN BELEDİYESİ_2016,500 NET,5
ADANA SEYHAN BELEDİYESİ_2016,570 GEÇMİŞ,1
ADANA SEYHAN BELEDİYESİ_2016,580 GEÇMİŞ,1
ADANA SEYHAN BELEDİYESİ_2016,590 DÖNEM,1
ADANA SEYHAN BELEDİYESİ_2016,600 GELİRLER,8
ADANA SEYHAN BELEDİYESİ_2016,630 GİDERLER,4
ADANA SEYHAN BELEDİYESİ_2016,800 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2016,830 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2016,920 GİDER,1
ADANA SEYHAN BELEDİYESİ_2016,921 GİDER,1
ADANA SEYHAN BELEDİYESİ_2019,140 KİŞİLERDEN,4
ADANA SEYHAN BELEDİYESİ_2019,162 BÜTÇE,1
ADANA SEYHAN BELEDİYESİ_2019,180 GELECEK,1
ADANA SEYHAN BELEDİYESİ_2019,250 ARAZİ,3
ADANA SEYHAN BELEDİYESİ_2019,251 YERALTI,1
ADANA SEYHAN BELEDİYESİ_2019,252 BİNALAR,2
ADANA SEYHAN BELEDİYESİ_2019,257 BİRİKMİŞ,2
ADANA SEYHAN BELEDİYESİ_2019,258 YAPILMAKTA,1
ADANA SEYHAN BELEDİYESİ_2019,280 GELECEK,1
ADANA SEYHAN BELEDİYESİ_2019,330 ALINAN,4
ADANA SEYHAN BELEDİYESİ_2019,500 NET,4
ADANA SEYHAN BELEDİYESİ_2019,600 GELİRLER,2
ADANA SEYHAN BELEDİYESİ_2019,990 KİRAYA,3
ADANA SEYHAN BELEDİYESİ_2019,993 MADDİ,3
ADANA SEYHAN BELEDİYESİ_2019,999 DİĞER,3
ADANA SEYHAN BELEDİYESİ_2020,140 KİŞİLERDEN,4
ADANA SEYHAN BELEDİYESİ_2020,250 ARAZİ,1
ADANA SEYHAN BELEDİYESİ_2020,252 BİNALAR,1
ADANA SEYHAN BELEDİYESİ_2020,260 HAKLAR,5
ADANA SEYHAN BELEDİYESİ_2020,268 BİRİKMİŞ,1
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ ASKİ_2020,260 HAKLAR,2
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ ASKİ_2020,268 BİRİKMİŞ,1
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2013,102 BANKA,4
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2013,103 VERİLEN,8
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2013,140 KİŞİLERDEN,1
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2013,372 KIDEM,4
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2013,472 KIDEM,4
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2013,630 GİDERLER,4
ADANA YÜREĞİR BELEDİYESİ_2014,901 BÜTÇE,2
ADANA YÜREĞİR BELEDİYESİ_2014,906 MAHSUP,2
ADANA YÜREĞİR BELEDİYESİ_2014,907 MAHSUP,2
ADANA YÜREĞİR BELEDİYESİ_2015,250 ARAZİ,1
ADANA YÜREĞİR BELEDİYESİ_2015,368 VADESİ,5
ADANA YÜREĞİR BELEDİYESİ_2015,372 KIDEM,4
ADANA YÜREĞİR BELEDİYESİ_2015,438 KAMUYA,4
ADANA YÜREĞİR BELEDİYESİ_2015,630 GİDERLER,1
ADANA YÜREĞİR BELEDİYESİ_2015,800 BÜTÇE,1
ADANA YÜREĞİR BELEDİYESİ_2015,830 BÜTÇE,1
ADANA YÜREĞİR BELEDİYESİ_2015,901 BÜTÇE,2
ADANA YÜREĞİR BELEDİYESİ_2015,906 MAHSUP,2
ADANA YÜREĞİR BELEDİYESİ_2015,907 MAHSUP,2
ADANA YÜREĞİR BELEDİYESİ_2016,190 DEVREDEN,5
ADANA YÜREĞİR BELEDİYESİ_2016,191 İNDİRİLECEK,7
ADANA YÜREĞİR BELEDİYESİ_2016,252 BİNALAR,1
ADANA YÜREĞİR BELEDİYESİ_2016,255 DEMİRBAŞLAR,1
ADANA YÜREĞİR BELEDİYESİ_2016,391 HESAPLANAN,1
ADANA YÜREĞİR BELEDİYESİ_2016,630 GİDERLER,1
ADANA YÜREĞİR BELEDİYESİ_2020,100 KASA,1
ADANA YÜREĞİR BELEDİYESİ_2020,102 BANKA,1
ADANA YÜREĞİR BELEDİYESİ_2020,140 KİŞİLERDEN,5
ADANA YÜREĞİR BELEDİYESİ_2020,150 İLK,3
ADANA YÜREĞİR BELEDİYESİ_2020,165 MAHSUP,2
ADANA YÜREĞİR BELEDİYESİ_2020,190 DEVREDEN,4
ADANA YÜREĞİR BELEDİYESİ_2020,191 İNDİRİLECEK,6
ADANA YÜREĞİR BELEDİYESİ_2020,240 MALİ,5
ADANA YÜREĞİR BELEDİYESİ_2020,250 ARAZİ,3
ADANA YÜREĞİR BELEDİYESİ_2020,251 YERALTI,2
ADANA YÜREĞİR BELEDİYESİ_2020,252 BİNALAR,2
ADANA YÜREĞİR BELEDİYESİ_2020,255 DEMİRBAŞLAR,2
ADANA YÜREĞİR BELEDİYESİ_2020,257 BİRİKMİŞ,2
ADANA YÜREĞİR BELEDİYESİ_2020,260 HAKLAR,6
ADANA YÜREĞİR BELEDİYESİ_2020,333 EMANETLER,4
ADANA YÜREĞİR BELEDİYESİ_2020,391 HESAPLANAN,13
ADANA YÜREĞİR BELEDİYESİ_2020,500 NET,1
ADANA YÜREĞİR BELEDİYESİ_2020,600 GELİRLER,5
ADANA YÜREĞİR BELEDİYESİ_2020,630 GİDERLER,1
ADANA YÜREĞİR BELEDİYESİ_2020,800 BÜTÇE,1
ADANA YÜREĞİR BELEDİYESİ_2020,805 GELİR,1
ADANA YÜREĞİR BELEDİYESİ_2020,830 BÜTÇE,1
ADANA YÜREĞİR BELEDİYESİ_2020,835 GİDER,1
ADANA YÜREĞİR BELEDİYESİ_2020,900 GÖNDERİLECEK,2
ADANA YÜREĞİR BELEDİYESİ_2020,901 BÜTÇE,2
ADANA YÜREĞİR BELEDİYESİ_2020,906 MAHSUP,3
ADANA YÜREĞİR BELEDİYESİ_2020,907 MAHSUP,3
ADANA ÇUKUROVA BELEDİYESİ_2014,100 KASA,1
ADANA ÇUKUROVA BELEDİYESİ_2014,102 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2014,103 VERİLEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,108 DİĞER,1
ADANA ÇUKUROVA BELEDİYESİ_2014,109 BANKA,2
ADANA ÇUKUROVA BELEDİYESİ_2014,120 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,121 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,122 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,126 VERİLEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,127 DİĞER,1
ADANA ÇUKUROVA BELEDİYESİ_2014,161 PERSONEL,1
ADANA ÇUKUROVA BELEDİYESİ_2014,190 DEVREDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,220 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,222 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,240 MALİ,1
ADANA ÇUKUROVA BELEDİYESİ_2014,250 ARAZİ,1
ADANA ÇUKUROVA BELEDİYESİ_2014,252 BİNALAR,1
ADANA ÇUKUROVA BELEDİYESİ_2014,"253 TESİS,",1
ADANA ÇUKUROVA BELEDİYESİ_2014,260 HAKLAR,1
ADANA ÇUKUROVA BELEDİYESİ_2014,300 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2014,333 EMANETLER,1
ADANA ÇUKUROVA BELEDİYESİ_2014,360 ÖDENECEK,1
ADANA ÇUKUROVA BELEDİYESİ_2014,361 ÖDENECEK,1
ADANA ÇUKUROVA BELEDİYESİ_2014,363 KAMU,1
ADANA ÇUKUROVA BELEDİYESİ_2014,368 VADESİ,1
ADANA ÇUKUROVA BELEDİYESİ_2014,391 HESAPLANAN,1
ADANA ÇUKUROVA BELEDİYESİ_2014,400 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2014,500 NET,1
ADANA ÇUKUROVA BELEDİYESİ_2014,900 GÖNDERİLECEK,1
ADANA ÇUKUROVA BELEDİYESİ_2014,905 ÖDENEKLİ,1
ADANA ÇUKUROVA BELEDİYESİ_2014,920 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2014,921 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2016,100 KASA,1
ADANA ÇUKUROVA BELEDİYESİ_2016,102 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2016,103 VERİLEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,109 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2016,120 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,121 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,122 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,126 VERİLEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,127 DİĞER,1
ADANA ÇUKUROVA BELEDİYESİ_2016,150 İLK,1
ADANA ÇUKUROVA BELEDİYESİ_2016,161 PERSONEL,1
ADANA ÇUKUROVA BELEDİYESİ_2016,190 DEVREDEN,4
ADANA ÇUKUROVA BELEDİYESİ_2016,191 İNDİRİLECEK,2
ADANA ÇUKUROVA BELEDİYESİ_2016,220 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,222 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2016,240 MALİ,1
ADANA ÇUKUROVA BELEDİYESİ_2016,250 ARAZİ,1
ADANA ÇUKUROVA BELEDİYESİ_2016,252 BİNALAR,2
ADANA ÇUKUROVA BELEDİYESİ_2016,"253 TESİS,",1
ADANA ÇUKUROVA BELEDİYESİ_2016,255 DEMİRBAŞLAR,2
ADANA ÇUKUROVA BELEDİYESİ_2016,257 BİRİKMİŞ,1
ADANA ÇUKUROVA BELEDİYESİ_2016,260 HAKLAR,1
ADANA ÇUKUROVA BELEDİYESİ_2016,300 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2016,333 EMANETLER,1
ADANA ÇUKUROVA BELEDİYESİ_2016,362 FONLAR,1
ADANA ÇUKUROVA BELEDİYESİ_2016,363 KAMU,1
ADANA ÇUKUROVA BELEDİYESİ_2016,372 KIDEM,3
ADANA ÇUKUROVA BELEDİYESİ_2016,391 HESAPLANAN,2
ADANA ÇUKUROVA BELEDİYESİ_2016,400 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2016,472 KIDEM,3
ADANA ÇUKUROVA BELEDİYESİ_2016,500 NET,1
ADANA ÇUKUROVA BELEDİYESİ_2016,630 GİDERLER,2
ADANA ÇUKUROVA BELEDİYESİ_2016,920 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2016,921 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,100 KASA,1
ADANA ÇUKUROVA BELEDİYESİ_2018,102 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2018,103 VERİLEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,109 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2018,111 ÖZEL,1
ADANA ÇUKUROVA BELEDİYESİ_2018,120 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,121 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,122 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,126 VERİLEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,127 DİĞER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,150 İLK,1
ADANA ÇUKUROVA BELEDİYESİ_2018,161 PERSONEL,1
ADANA ÇUKUROVA BELEDİYESİ_2018,165 MAHSUP,1
ADANA ÇUKUROVA BELEDİYESİ_2018,190 DEVREDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,220 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,222 GELİRLERDEN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,240 MALİ,1
ADANA ÇUKUROVA BELEDİYESİ_2018,241 MAL,1
ADANA ÇUKUROVA BELEDİYESİ_2018,250 ARAZİ,1
ADANA ÇUKUROVA BELEDİYESİ_2018,252 BİNALAR,1
ADANA ÇUKUROVA BELEDİYESİ_2018,"253 TESİS,",1
ADANA ÇUKUROVA BELEDİYESİ_2018,255 DEMİRBAŞLAR,1
ADANA ÇUKUROVA BELEDİYESİ_2018,257 BİRİKMİŞ,1
ADANA ÇUKUROVA BELEDİYESİ_2018,260 HAKLAR,1
ADANA ÇUKUROVA BELEDİYESİ_2018,300 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2018,333 EMANETLER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,362 FONLAR,1
ADANA ÇUKUROVA BELEDİYESİ_2018,363 KAMU,1
ADANA ÇUKUROVA BELEDİYESİ_2018,368 VADESİ,1
ADANA ÇUKUROVA BELEDİYESİ_2018,381 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,391 HESAPLANAN,1
ADANA ÇUKUROVA BELEDİYESİ_2018,400 BANKA,1
ADANA ÇUKUROVA BELEDİYESİ_2018,481 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,500 NET,2
ADANA ÇUKUROVA BELEDİYESİ_2018,600 GELİRLER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,630 GİDERLER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,920 GİDER,1
ADANA ÇUKUROVA BELEDİYESİ_2018,990 KİRAYA,2
ADANA ÇUKUROVA BELEDİYESİ_2020,241 MAL,1
ADANA ÇUKUROVA BELEDİYESİ_2020,247 SERMAYE,1
ADANA ÇUKUROVA BELEDİYESİ_2020,257 BİRİKMİŞ,1
ADANA ÇUKUROVA BELEDİYESİ_2020,990 KİRAYA,1
ADANA ÇUKUROVA BELEDİYESİ_2020,993 MADDİ,2
ADANA ÇUKUROVA BELEDİYESİ_2020,999 DİĞER,2
ADANA İMAMOĞLU BELEDİYESİ_2018,100 KASA,1
ADANA İMAMOĞLU BELEDİYESİ_2018,102 BANKA,1
ADANA İMAMOĞLU BELEDİYESİ_2018,103 VERİLEN,1
ADANA İMAMOĞLU BELEDİYESİ_2018,120 GELİRLERDEN,1
ADANA İMAMOĞLU BELEDİYESİ_2018,121 GELİRLERDEN,1
ADANA İMAMOĞLU BELEDİYESİ_2018,122 GELİRLERDEN,1
ADANA İMAMOĞLU BELEDİYESİ_2018,140 KİŞİLERDEN,1
ADANA İMAMOĞLU BELEDİYESİ_2018,150 İLK,1
ADANA İMAMOĞLU BELEDİYESİ_2018,160 İŞ,1
